owner,ticker,asset_type,type,amount,state,party,industry,senator
Joint,GOLD,Stock,Purchase,"$15,000 ",AL,Republican,Precious Metals,Tommy Tuberville
Self,GE,Stock,Exchange,"$15,000 ",NV,Democrat,Consumer Electronics/Appliances,Jacky Rosen
Joint,GE,Stock,Exchange,"$15,000 ",NV,Democrat,Consumer Electronics/Appliances,Jacky Rosen
Joint,GE,Stock,Exchange,"$15,000 ",NV,Democrat,Consumer Electronics/Appliances,Jacky Rosen
Joint,GE,Stock,Exchange,"$15,000 ",NV,Democrat,Consumer Electronics/Appliances,Jacky Rosen
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Thomas R. Carper
Spouse,C,Stock,Sale (Full),"$15,000 ",RI,Democrat,Major Banks,Sheldon Whitehouse
Self,C,Stock,Sale (Full),"$15,000 ",RI,Democrat,Major Banks,Sheldon Whitehouse
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Rick Scott
Spouse,FWONK,Stock,Purchase,"$100,000 ",CO,Democrat,Movies/Entertainment,John W. Hickenlooper
Spouse,LSXMK,Stock,Sale (Partial),"$500,000 ",CO,Democrat,Broadcasting,John W. Hickenlooper
Spouse,LSXMK,Stock,Purchase,"$250,000 ",CO,Democrat,Broadcasting,John W. Hickenlooper
Spouse,LBRDK,Stock,Sale (Partial),"$100,000 ",CO,Democrat,Television Services,John W. Hickenlooper
Spouse,LBRDK,Stock,Purchase,"$100,000 ",CO,Democrat,Television Services,John W. Hickenlooper
Joint,SYK,Stock,Sale (Full),"$15,000 ",AK,Republican,Medical/Dental Instruments,Dan Sullivan
Joint,PYPL,Stock,Sale (Full),"$15,000 ",AK,Republican,Business Services,Dan Sullivan
Joint,META,Stock,Sale (Full),"$15,000 ",AK,Republican,Internet and Information Services,Dan Sullivan
Joint,MDT,Stock,Sale (Full),"$15,000 ",AK,Republican,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Dan Sullivan
Joint,MLM,Stock,Sale (Full),"$15,000 ",AK,Republican,Building Materials,Dan Sullivan
Joint,FFIV,Stock,Sale (Full),"$15,000 ",AK,Republican,EDP Services,Dan Sullivan
Joint,ELAN,Stock,Sale (Full),"$15,000 ",AK,Republican,Biotechnology: Pharmaceutical Preparations,Dan Sullivan
Joint,CMCSA,Stock,Sale (Full),"$15,000 ",AK,Republican,Television Services,Dan Sullivan
Joint,BAX,Stock,Sale (Full),"$15,000 ",AK,Republican,Medical/Dental Instruments,Dan Sullivan
Joint,GOOG,Stock,Sale (Partial),"$15,000 ",AK,Republican,"Computer Software: Programming, Data Processing",Dan Sullivan
Joint,ADBE,Stock,Sale (Full),"$15,000 ",AK,Republican,Computer Software: Prepackaged Software,Dan Sullivan
Joint,RPM,Stock,Sale (Partial),"$50,000 ",AK,Republican,Paints/Coatings,Dan Sullivan
Child,DIS,Stock,Purchase,"$15,000 ",AK,Republican,Services-Misc. Amusement & Recreation,Dan Sullivan
Child,NVDA,Stock,Purchase,"$15,000 ",AK,Republican,Semiconductors,Dan Sullivan
Child,MSFT,Stock,Purchase,"$15,000 ",AK,Republican,Computer Software: Prepackaged Software,Dan Sullivan
Child,META,Stock,Purchase,"$15,000 ",AK,Republican,Internet and Information Services,Dan Sullivan
Child,AAPL,Stock,Purchase,"$15,000 ",AK,Republican,Computer Manufacturing,Dan Sullivan
Child,AMZN,Stock,Purchase,"$15,000 ",AK,Republican,Catalog/Specialty Distribution,Dan Sullivan
Child,GOOG,Stock,Purchase,"$15,000 ",AK,Republican,"Computer Software: Programming, Data Processing",Dan Sullivan
Child,ADBE,Stock,Purchase,"$15,000 ",AK,Republican,Computer Software: Prepackaged Software,Dan Sullivan
Child,DIS,Stock,Purchase,"$15,000 ",AK,Republican,Services-Misc. Amusement & Recreation,Dan Sullivan
Child,NVDA,Stock,Purchase,"$15,000 ",AK,Republican,Semiconductors,Dan Sullivan
Child,MSFT,Stock,Purchase,"$15,000 ",AK,Republican,Computer Software: Prepackaged Software,Dan Sullivan
Child,META,Stock,Purchase,"$15,000 ",AK,Republican,Internet and Information Services,Dan Sullivan
Child,AAPL,Stock,Purchase,"$15,000 ",AK,Republican,Computer Manufacturing,Dan Sullivan
Child,AMZN,Stock,Purchase,"$15,000 ",AK,Republican,Catalog/Specialty Distribution,Dan Sullivan
Child,GOOG,Stock,Purchase,"$15,000 ",AK,Republican,"Computer Software: Programming, Data Processing",Dan Sullivan
Child,ADBE,Stock,Purchase,"$15,000 ",AK,Republican,Computer Software: Prepackaged Software,Dan Sullivan
Child,DIS,Stock,Purchase,"$15,000 ",AK,Republican,Services-Misc. Amusement & Recreation,Dan Sullivan
Child,NVDA,Stock,Purchase,"$15,000 ",AK,Republican,Semiconductors,Dan Sullivan
Child,MSFT,Stock,Purchase,"$15,000 ",AK,Republican,Computer Software: Prepackaged Software,Dan Sullivan
Child,META,Stock,Purchase,"$15,000 ",AK,Republican,Internet and Information Services,Dan Sullivan
Child,AAPL,Stock,Purchase,"$15,000 ",AK,Republican,Computer Manufacturing,Dan Sullivan
Child,AMZN,Stock,Purchase,"$15,000 ",AK,Republican,Catalog/Specialty Distribution,Dan Sullivan
Child,GOOG,Stock,Purchase,"$15,000 ",AK,Republican,"Computer Software: Programming, Data Processing",Dan Sullivan
Child,ADBE,Stock,Purchase,"$15,000 ",AK,Republican,Computer Software: Prepackaged Software,Dan Sullivan
Joint,ZTS,Stock,Purchase,"$15,000 ",AK,Republican,Major Pharmaceuticals,Dan Sullivan
Joint,TJX,Stock,Purchase,"$15,000 ",AK,Republican,Clothing/Shoe/Accessory Stores,Dan Sullivan
Joint,TMO,Stock,Purchase,"$15,000 ",AK,Republican,Industrial Machinery/Components,Dan Sullivan
Joint,MSFT,Stock,Purchase,"$50,000 ",AK,Republican,Computer Software: Prepackaged Software,Dan Sullivan
Joint,LRCX,Stock,Purchase,"$15,000 ",AK,Republican,Industrial Machinery/Components,Dan Sullivan
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Susan M. Collins
Joint,TSM,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Semiconductors,Tommy Tuberville
Joint,TSM,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Semiconductors,Tommy Tuberville
Joint,MSFT,Stock Option,Sale (Full),"$50,000 ",AL,Republican,Computer Software: Prepackaged Software,Tommy Tuberville
Joint,MSFT,Stock Option,Purchase,"$15,000 ",AL,Republican,Computer Software: Prepackaged Software,Tommy Tuberville
Joint,INTC,Stock Option,Sale (Full),"$50,000 ",AL,Republican,Semiconductors,Tommy Tuberville
Joint,MSFT,Stock,Sale (Partial),"$250,000 ",AL,Republican,Computer Software: Prepackaged Software,Tommy Tuberville
Joint,F,Stock,Sale (Full),"$250,000 ",AL,Republican,Auto Manufacturing,Tommy Tuberville
Joint,F,Stock,Purchase,"$250,000 ",AL,Republican,Auto Manufacturing,Tommy Tuberville
Joint,INTC,Stock,Purchase,"$250,000 ",AL,Republican,Semiconductors,Tommy Tuberville
Joint,PYPL,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Business Services,Tommy Tuberville
Joint,PYPL,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Business Services,Tommy Tuberville
Joint,PYPL,Stock Option,Sale (Full),"$100,000 ",AL,Republican,Business Services,Tommy Tuberville
Joint,PYPL,Stock,Sale (Partial),"$250,000 ",AL,Republican,Business Services,Tommy Tuberville
Joint,ATVI,Stock,Purchase,"$250,000 ",AL,Republican,Computer Software: Prepackaged Software,Tommy Tuberville
Joint,PYPL,Stock,Purchase,"$250,000 ",AL,Republican,Business Services,Tommy Tuberville
Joint,CLF,Stock,Purchase,"$100,000 ",AL,Republican,Precious Metals,Tommy Tuberville
Joint,NU,Stock,Purchase,"$15,000 ",AL,Republican,Finance: Consumer Services,Tommy Tuberville
Joint,CLF,Stock,Purchase,"$15,000 ",AL,Republican,Precious Metals,Tommy Tuberville
Joint,X,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Steel/Iron Ore,Tommy Tuberville
Spouse,WIW,Stock,Sale (Full),"$15,000 ",DE,Democrat,Finance Companies,Thomas R. Carper
Spouse,GBIL,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,WIW,Stock,Sale (Full),"$15,000 ",DE,Democrat,Finance Companies,Thomas R. Carper
Spouse,GBIL,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,WIW,Stock,Sale (Full),"$50,000 ",DE,Democrat,Finance Companies,Thomas R. Carper
Spouse,GBIL,Other Securities,Purchase,"$50,000 ",DE,Democrat,,Thomas R. Carper
Spouse,LUBYX,Other Securities,Sale (Full),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,WIW,Stock,Sale (Full),"$15,000 ",DE,Democrat,Finance Companies,Thomas R. Carper
Spouse,LDP,Stock,Sale (Full),"$15,000 ",DE,Democrat,Finance Companies,Thomas R. Carper
Spouse,GBIL,Other Securities,Purchase,"$50,000 ",DE,Democrat,,Thomas R. Carper
Spouse,BATRK,Stock,Sale (Partial),"$250,000 ",CO,Democrat,Movies/Entertainment,John W. Hickenlooper
Spouse,BATRK,Stock,Purchase,"$100,000 ",CO,Democrat,Movies/Entertainment,John W. Hickenlooper
Spouse,LBRDA,Stock,Sale (Partial),"$100,000 ",CO,Democrat,Television Services,John W. Hickenlooper
Spouse,LBRDA,Stock,Purchase,"$50,000 ",CO,Democrat,Television Services,John W. Hickenlooper
Spouse,BATRA,Stock,Sale (Partial),"$50,000 ",CO,Democrat,Broadcasting,John W. Hickenlooper
Spouse,BATRA,Stock,Purchase,"$15,000 ",CO,Democrat,Broadcasting,John W. Hickenlooper
Spouse,BATRK,Stock,Sale (Partial),"$50,000 ",CO,Democrat,Movies/Entertainment,John W. Hickenlooper
Spouse,BATRK,Stock,Purchase,"$15,000 ",CO,Democrat,Movies/Entertainment,John W. Hickenlooper
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Rick Scott
Joint,MSFT,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Computer Software: Prepackaged Software,Tommy Tuberville
Joint,CLF,Stock,Purchase,"$50,000 ",AL,Republican,Precious Metals,Tommy Tuberville
Joint,MSFT,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Computer Software: Prepackaged Software,Tommy Tuberville
Joint,MSFT,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Computer Software: Prepackaged Software,Tommy Tuberville
Joint,MSFT,Stock,Purchase,"$50,000 ",AL,Republican,Computer Software: Prepackaged Software,Tommy Tuberville
Joint,NU,Stock,Purchase,"$50,000 ",AL,Republican,Finance: Consumer Services,Tommy Tuberville
Joint,MSFT,Stock,Purchase,"$500,000 ",AL,Republican,Computer Software: Prepackaged Software,Tommy Tuberville
Joint,NU,Stock,Purchase,"$15,000 ",AL,Republican,Finance: Consumer Services,Tommy Tuberville
Joint,XOM,Stock Option,Sale (Full),"$50,000 ",AL,Republican,Integrated oil Companies,Tommy Tuberville
Joint,CVX,Stock Option,Sale (Full),"$50,000 ",AL,Republican,Integrated oil Companies,Tommy Tuberville
Joint,X,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Steel/Iron Ore,Tommy Tuberville
Joint,X,Stock Option,Sale (Full),"$50,000 ",AL,Republican,Steel/Iron Ore,Tommy Tuberville
Joint,NU,Stock,Purchase,"$15,000 ",AL,Republican,Finance: Consumer Services,Tommy Tuberville
Joint,VCTR,Stock,Purchase,"$15,000 ",AL,Republican,Investment Managers,Tommy Tuberville
Joint,VCTR,Stock,Purchase,"$15,000 ",AL,Republican,Investment Managers,Tommy Tuberville
Joint,VCTR,Stock,Purchase,"$15,000 ",AL,Republican,Investment Managers,Tommy Tuberville
Joint,VRTX,Stock,Purchase,"$15,000 ",AL,Republican,Major Pharmaceuticals,Tommy Tuberville
Joint,TREX,Stock,Purchase,"$15,000 ",AL,Republican,,Tommy Tuberville
Joint,SCI,Stock,Purchase,"$15,000 ",AL,Republican,Other Consumer Services,Tommy Tuberville
Joint,RELX,Stock,Purchase,"$15,000 ",AL,Republican,Business Services,Tommy Tuberville
Joint,RH,Stock,Purchase,"$15,000 ",AL,Republican,Other Specialty Stores,Tommy Tuberville
Joint,PHM,Stock,Purchase,"$15,000 ",AL,Republican,Homebuilding,Tommy Tuberville
Joint,PAYC,Stock,Purchase,"$15,000 ",AL,Republican,,Tommy Tuberville
Joint,GIS,Stock,Purchase,"$15,000 ",AL,Republican,Packaged Foods,Tommy Tuberville
Joint,GLPI,Stock,Purchase,"$15,000 ",AL,Republican,Real Estate Investment Trusts,Tommy Tuberville
Joint,RACE,Stock,Purchase,"$15,000 ",AL,Republican,,Tommy Tuberville
Joint,XOM,Stock,Purchase,"$100,000 ",AL,Republican,Integrated oil Companies,Tommy Tuberville
Joint,EXR,Stock,Purchase,"$15,000 ",AL,Republican,Real Estate Investment Trusts,Tommy Tuberville
Joint,ETSY,Stock,Purchase,"$15,000 ",AL,Republican,Business Services,Tommy Tuberville
Joint,ELS,Stock,Purchase,"$15,000 ",AL,Republican,Real Estate Investment Trusts,Tommy Tuberville
Joint,DQ,Stock,Purchase,"$15,000 ",AL,Republican,Semiconductors,Tommy Tuberville
Joint,CROX,Stock,Purchase,"$15,000 ",AL,Republican,Shoe Manufacturing,Tommy Tuberville
Joint,CSCO,Stock,Purchase,"$15,000 ",AL,Republican,Computer Communications Equipment,Tommy Tuberville
Joint,AMGN,Stock,Purchase,"$15,000 ",AL,Republican,Biotechnology: Biological Products (No Diagnostic Substances),Tommy Tuberville
Joint,AMT,Stock,Purchase,"$15,000 ",AL,Republican,Real Estate Investment Trusts,Tommy Tuberville
Joint,ZTS,Stock,Sale (Full),"$15,000 ",AL,Republican,Major Pharmaceuticals,Tommy Tuberville
Joint,WIT,Stock,Sale (Full),"$15,000 ",AL,Republican,EDP Services,Tommy Tuberville
Joint,SEIC,Stock,Sale (Full),"$15,000 ",AL,Republican,Investment Bankers/Brokers/Service,Tommy Tuberville
Joint,RMD,Stock,Sale (Full),"$15,000 ",AL,Republican,Medical/Dental Instruments,Tommy Tuberville
Joint,TROW,Stock,Sale (Full),"$15,000 ",AL,Republican,Investment Bankers/Brokers/Service,Tommy Tuberville
Joint,NOC,Stock,Sale (Full),"$15,000 ",AL,Republican,Industrial Machinery/Components,Tommy Tuberville
Joint,NVDA,Stock,Sale (Full),"$15,000 ",AL,Republican,Semiconductors,Tommy Tuberville
Joint,MNST,Stock,Sale (Full),"$15,000 ",AL,Republican,Beverages (Production/Distribution),Tommy Tuberville
Joint,MSFT,Stock,Sale (Partial),"$250,000 ",AL,Republican,Computer Software: Prepackaged Software,Tommy Tuberville
Joint,MASI,Stock,Sale (Full),"$15,000 ",AL,Republican,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Tommy Tuberville
Joint,MKTX,Stock,Sale (Full),"$15,000 ",AL,Republican,Investment Bankers/Brokers/Service,Tommy Tuberville
Joint,IDXX,Stock,Sale (Full),"$15,000 ",AL,Republican,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Tommy Tuberville
Joint,HON,Stock,Sale (Full),"$15,000 ",AL,Republican,Aerospace,Tommy Tuberville
Joint,GGG,Stock,Sale (Full),"$15,000 ",AL,Republican,Fluid Controls,Tommy Tuberville
Joint,IT,Stock,Sale (Full),"$15,000 ",AL,Republican,Other Consumer Services,Tommy Tuberville
Joint,GRMN,Stock,Sale (Full),"$15,000 ",AL,Republican,Industrial Machinery/Components,Tommy Tuberville
Joint,FAST,Stock,Sale (Full),"$15,000 ",AL,Republican,RETAIL: Building Materials,Tommy Tuberville
Joint,EL,Stock,Sale (Full),"$15,000 ",AL,Republican,Package Goods/Cosmetics,Tommy Tuberville
Joint,DHI,Stock,Sale (Full),"$15,000 ",AL,Republican,,Tommy Tuberville
Joint,CHD,Stock,Sale (Full),"$15,000 ",AL,Republican,Package Goods/Cosmetics,Tommy Tuberville
Joint,AMAT,Stock,Sale (Full),"$15,000 ",AL,Republican,Semiconductors,Tommy Tuberville
Joint,ALGN,Stock,Sale (Full),"$15,000 ",AL,Republican,Industrial Specialties,Tommy Tuberville
Joint,APD,Stock,Sale (Full),"$15,000 ",AL,Republican,Major Chemicals,Tommy Tuberville
Joint,MRO,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Oil & Gas Production,Tommy Tuberville
Joint,OXY,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Oil & Gas Production,Tommy Tuberville
Joint,OXY,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Oil & Gas Production,Tommy Tuberville
Joint,OXY,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Oil & Gas Production,Tommy Tuberville
Joint,OXY,Stock Option,Purchase,"$15,000 ",AL,Republican,Oil & Gas Production,Tommy Tuberville
Self,FTBFX,Stock,Sale (Full),"$50,000 ",AL,Republican,,Tommy Tuberville
Joint,FDX,Stock,Sale (Full),"$15,000 ",AL,Republican,Air Freight/Delivery Services,Tommy Tuberville
Spouse,BMN,Stock,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,MBXIX,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,GSMYX,Other Securities,Sale (Full),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,SBPYX,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,FCPIX,Other Securities,Sale (Full),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,VZ,Stock,Sale (Full),"$15,000 ",DE,Democrat,Telecommunications Equipment,Thomas R. Carper
Spouse,CVS,Stock,Purchase,"$15,000 ",DE,Democrat,Medical/Nursing Services,Thomas R. Carper
Spouse,DLR,Stock,Sale (Full),"$15,000 ",DE,Democrat,Real Estate Investment Trusts,Thomas R. Carper
Spouse,TSM,Stock,Purchase,"$15,000 ",DE,Democrat,Semiconductors,Thomas R. Carper
Spouse,MPW,Stock,Purchase,"$15,000 ",DE,Democrat,Real Estate Investment Trusts,Thomas R. Carper
Spouse,SRVR,Other Securities,Sale (Full),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,LDP,Stock,Sale (Full),"$15,000 ",DE,Democrat,Finance Companies,Thomas R. Carper
Spouse,EFAD,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,GMRE,Stock,Sale (Full),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,JHEM,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,ABT,Stock,Purchase,"$15,000 ",DE,Democrat,Major Pharmaceuticals,Thomas R. Carper
Spouse,DIS,Stock,Sale (Full),"$15,000 ",DE,Democrat,Services-Misc. Amusement & Recreation,Thomas R. Carper
Spouse,INTC,Stock,Sale (Full),"$15,000 ",DE,Democrat,Semiconductors,Thomas R. Carper
Spouse,HDGE,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,HDGE,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,PSQ,Other Securities,Sale (Full),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,HDGE,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,HDGE,Other Securities,Purchase,"$50,000 ",DE,Democrat,,Thomas R. Carper
Spouse,PSQ,Other Securities,Sale (Full),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,PSQ,Other Securities,Sale (Full),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,SH,Other Securities,Sale (Full),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,HDGE,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,PSQ,Other Securities,Sale (Full),"$50,000 ",DE,Democrat,,Thomas R. Carper
Spouse,HQL,Stock,Sale (Full),"$15,000 ",DE,Democrat,Investment Managers,Thomas R. Carper
Spouse,NID,Stock,Sale (Full),"$50,000 ",DE,Democrat,Finance Companies,Thomas R. Carper
Spouse,SBIO,Other Securities,Sale (Full),"$15,000 ",DE,Democrat,,Thomas R. Carper
Joint,FIVE,Stock,Sale (Full),"$15,000 ",AK,Republican,Department/Specialty Retail Stores,Dan Sullivan
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Rick Scott
Joint,MSFT,Stock Option,Sale (Partial),"$15,000 ",AL,Republican,Computer Software: Prepackaged Software,Tommy Tuberville
Joint,X,Stock Option,Sale (Partial),"$15,000 ",AL,Republican,Steel/Iron Ore,Tommy Tuberville
Joint,X,Stock,Purchase,"$250,000 ",AL,Republican,Steel/Iron Ore,Tommy Tuberville
Joint,MSFT,Stock,Purchase,"$500,000 ",AL,Republican,Computer Software: Prepackaged Software,Tommy Tuberville
Joint,ARKK,Stock,Purchase,"$15,000 ",AL,Republican,,Tommy Tuberville
Joint,F,Stock Option,Sale (Full),"$50,000 ",AL,Republican,Auto Manufacturing,Tommy Tuberville
Joint,F,Stock Option,Purchase,"$15,000 ",AL,Republican,Auto Manufacturing,Tommy Tuberville
Joint,F,Stock Option,Purchase,"$15,000 ",AL,Republican,Auto Manufacturing,Tommy Tuberville
Joint,ECOM,Stock,Sale (Full),"$1,000,000 ",AL,Republican,,Tommy Tuberville
Joint,ARKK,Stock,Purchase,"$100,000 ",AL,Republican,,Tommy Tuberville
Joint,NU,Stock,Purchase,"$15,000 ",AL,Republican,Finance: Consumer Services,Tommy Tuberville
N/A,N/A,PDF Disclosed Filing,N/A,,,,,John Boozman
Spouse,SH,Other Securities,Sale (Full),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,SH,Other Securities,Sale (Full),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,SH,Other Securities,Sale (Full),"$50,000 ",DE,Democrat,,Thomas R. Carper
Spouse,SQM,Stock,Sale (Full),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,WFC,Stock,Purchase,"$15,000 ",KY,Republican,Major Banks,Mitch Mcconnell
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Susan M. Collins
Self,IVV,Stock,Sale (Full),"$50,000 ",AL,Republican,,Tommy Tuberville
Self,EFAV,Stock,Sale (Full),"$50,000 ",AL,Republican,,Tommy Tuberville
Self,XLY,Stock,Sale (Full),"$50,000 ",AL,Republican,,Tommy Tuberville
Self,VTRS,Stock,Sale (Full),"$15,000 ",AL,Republican,Major Pharmaceuticals,Tommy Tuberville
Self,ABNFX,Stock,Purchase,"$50,000 ",AL,Republican,,Tommy Tuberville
Self,RSP,Stock,Purchase,"$50,000 ",AL,Republican,,Tommy Tuberville
Self,IDV,Stock,Purchase,"$50,000 ",AL,Republican,,Tommy Tuberville
Self,DHS,Stock,Purchase,"$50,000 ",AL,Republican,,Tommy Tuberville
Self,PCNNX,Stock,Sale (Full),"$50,000 ",AL,Republican,,Tommy Tuberville
Joint,JHCBX,Stock,Sale (Full),"$50,000 ",AL,Republican,,Tommy Tuberville
Joint,ORCL,Stock,Sale (Full),"$15,000 ",AL,Republican,Computer Software: Prepackaged Software,Tommy Tuberville
Joint,XLC,Stock,Sale (Full),"$50,000 ",AL,Republican,,Tommy Tuberville
Joint,TSCO,Stock,Sale (Full),"$15,000 ",AL,Republican,RETAIL: Building Materials,Tommy Tuberville
Joint,MUB,Stock,Purchase,"$100,000 ",AL,Republican,,Tommy Tuberville
Joint,OC,Stock,Purchase,"$50,000 ",AL,Republican,,Tommy Tuberville
Joint,SSYS,Stock,Sale (Full),"$100,000 ",AL,Republican,Computer peripheral equipment,Tommy Tuberville
Joint,ARKK,Stock,Purchase,"$100,000 ",AL,Republican,,Tommy Tuberville
Joint,MRO,Stock Option,Purchase,"$15,000 ",AL,Republican,Oil & Gas Production,Tommy Tuberville
Joint,X,Stock Option,Purchase,"$15,000 ",AL,Republican,Steel/Iron Ore,Tommy Tuberville
Joint,INTC,Stock,Purchase,"$15,000 ",AL,Republican,Semiconductors,Tommy Tuberville
Joint,INTC,Stock,Purchase,"$250,000 ",AL,Republican,Semiconductors,Tommy Tuberville
Joint,CLF,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Precious Metals,Tommy Tuberville
Joint,PYPL,Stock Option,Sale (Full),"$50,000 ",AL,Republican,Business Services,Tommy Tuberville
Spouse,SQM,Stock,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,FAST,Stock,Sale (Full),"$15,000 ",DE,Democrat,RETAIL: Building Materials,Thomas R. Carper
Spouse,MBXIX,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,LUBYX,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,GSIMX,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
